City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Dyatkovo,RU,53.5978,34.3382,39.06,91,39,4.81,scattered clouds
350,Solwezi,ZM,-12.1688,26.3894,65.03,80,100,3.29,overcast clouds
351,Fairbanks,US,64.8378,-147.7164,34.61,95,90,4.61,mist
352,Fort Saint James,CA,54.4333,-124.25,41.83,61,1,7.85,clear sky
353,Abnub,EG,27.2696,31.1511,69.89,72,0,10.96,clear sky
354,Yaring,TH,6.8662,101.3689,91.15,65,97,5.3,overcast clouds
355,Urucui,BR,-7.2294,-44.5561,75.36,70,28,0.56,scattered clouds
356,San Andres,CO,12.5847,-81.7006,82.42,83,40,9.22,scattered clouds
357,Birin,NP,26.8865,88.0718,61.68,95,100,4.07,overcast clouds
358,Inuvik,CA,68.3499,-133.7218,36.36,100,90,10.36,light intensity drizzle
359,Vanimo,PG,-2.6741,141.3028,81.28,82,100,1.77,light rain
360,Dalby,AU,-27.1833,151.2667,87.98,10,1,4,clear sky
361,Zhanaozen,KZ,43.3,52.8,50.5,41,6,14.9,clear sky
362,Shillong,IN,25.5689,91.8831,67.23,69,29,2.91,scattered clouds
363,Oudtshoorn,ZA,-33.5907,22.2014,41.36,63,65,4.29,broken clouds
364,Chermoz,RU,58.787,56.1489,35.73,80,58,8.88,broken clouds
365,Cabedelo,BR,-6.9811,-34.8339,75.87,81,8,13.53,clear sky
366,Ipixuna,BR,-1.7625,-48.8043,76.95,94,98,3.76,very heavy rain
367,Nawabganj,BD,24.5911,88.271,87.85,65,5,9.66,clear sky
368,Klyuchi,RU,52.2667,79.1667,39.2,59,100,9.19,overcast clouds
369,Sokoni,TZ,-6.4333,39.55,77.36,74,55,10.16,broken clouds
370,Kudahuvadhoo,MV,2.6708,72.8944,83.26,72,26,14.32,scattered clouds
371,Raga,SS,8.4596,25.678,67.55,96,100,5.46,overcast clouds
372,Leningradskiy,RU,69.3833,178.4167,19.83,74,18,7.72,few clouds
373,Ilulissat,GL,69.2167,-51.1,26.62,54,20,10.36,few clouds
374,Storsteinnes,NO,69.2408,19.2344,54.25,82,97,8.16,overcast clouds
375,Ordu,TR,40.9086,37.6845,46.9,90,100,2.15,light rain
376,Merzifon,TR,40.8733,35.4631,40.46,87,40,4.61,scattered clouds
377,Luanda,AO,-8.8368,13.2343,70.27,82,83,7.16,broken clouds
378,Novovarshavka,RU,54.1721,74.6946,37.53,73,100,7.81,overcast clouds
379,Panzhihua,CN,26.5851,101.7128,82.94,56,3,2.26,clear sky
380,Ayaviri,PE,-14.8864,-70.5889,47.84,53,25,1.16,scattered clouds
381,Madingou,CG,-4.1536,13.55,74.68,87,45,2.71,scattered clouds
382,Ballina,AU,-28.8667,153.5667,86.18,36,1,5.66,clear sky
383,Kalmunai,LK,7.4167,81.8167,84.7,69,59,2.15,broken clouds
384,Kahului,US,20.8947,-156.47,80.62,77,40,19.57,scattered clouds
385,Nyurba,RU,63.2842,118.3319,41.54,53,66,2.46,broken clouds
386,Camana,PE,-16.6228,-72.7111,61.88,84,59,8.88,broken clouds
387,Saint-Louis,SN,16.3333,-15,85.15,53,84,7.85,broken clouds
388,Ca Mau,VN,9.1769,105.15,82.8,80,100,5.01,overcast clouds
389,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,89.6,36,0,10.8,clear sky
390,Chaman,PK,30.9236,66.4512,72.57,24,0,9.42,clear sky
391,Deputatskiy,RU,69.3,139.9,21.51,79,15,3.85,few clouds
392,Warren,US,39.4334,-84.1666,71.69,86,40,6.91,scattered clouds
393,Maniitsoq,GL,65.4167,-52.9,37.69,70,13,7.25,few clouds
394,Daru,PG,-9.0763,143.2092,83.95,68,85,8.1,overcast clouds
395,Nokaneng,BW,-19.6667,22.2667,59.86,22,6,7.49,clear sky
396,Luoyang,CN,34.6836,112.4536,79.45,74,100,3.76,light rain
397,Teguldet,RU,57.3064,88.1667,33.51,90,100,7.47,overcast clouds
398,Les Cayes,HT,18.2,-73.75,78.21,77,47,3.58,scattered clouds
399,Mosquera,CO,4.7059,-74.2302,51.89,93,20,3.44,few clouds
400,Winslow,US,35.0242,-110.6974,57.38,58,1,3.44,clear sky
401,Mayo,US,38.8876,-76.5119,68.99,93,100,1.01,overcast clouds
402,Axim,GH,4.8699,-2.2405,75.87,91,81,5.73,broken clouds
403,Araceli,PH,10.5529,119.9913,83.89,68,100,1.72,overcast clouds
404,Myhove,UA,48.1575,25.379,39.9,83,11,4.18,few clouds
405,Guthrie,US,35.8789,-97.4253,69.62,88,30,0,scattered clouds
406,Chupa,RU,66.27,33.0549,47.82,81,100,4.81,overcast clouds
407,Prescott,US,34.54,-112.4685,63.5,52,1,9.22,clear sky
408,Araouane,ML,18.9048,-3.5265,88.63,12,79,8.14,broken clouds
409,Fortuna,US,40.5982,-124.1573,67.48,72,90,0,overcast clouds
410,Fare,PF,-16.7,-151.0167,78.93,73,3,11.32,clear sky
411,Woodstock,CA,43.1334,-80.7497,65.43,81,98,8.99,overcast clouds
412,Wainwright,CA,52.839,-110.8572,53.47,26,100,7.34,overcast clouds
413,Khandyga,RU,62.6667,135.6,35.69,76,100,3.47,overcast clouds
414,Obregon,NI,11.9566,-85.9636,75.67,91,41,4.12,scattered clouds
415,Anadyr,RU,64.75,177.4833,34.3,93,75,5.99,broken clouds
416,Sambava,MG,-14.2667,50.1667,71.42,73,43,7.65,scattered clouds
417,Coquimbo,CL,-29.9533,-71.3436,51.53,87,0,3.44,clear sky
418,Carballo,ES,43.213,-8.691,55.76,95,95,7.61,overcast clouds
419,Mabaruma,GY,8.2,-59.7833,73.44,99,100,2.24,overcast clouds
420,Natal,BR,-5.795,-35.2094,74.05,94,40,3.44,scattered clouds
421,Malanje,AO,-9.5402,16.341,62.1,93,78,5.61,broken clouds
422,Grenfell,AU,-33.9,148.1667,65.37,61,100,6.29,overcast clouds
423,Steinbach,DE,50.1667,8.5667,66.58,68,0,5.75,clear sky
424,Macusani,PE,-14.0833,-70.4333,39.92,80,85,2.24,overcast clouds
425,Hay River,CA,60.8156,-115.7999,46.36,66,40,11.5,scattered clouds
426,San Jose,US,37.3394,-121.895,75.96,50,20,4.61,few clouds
427,Piacabucu,BR,-10.4056,-36.4344,75.47,86,3,10.96,clear sky
428,Batagay-Alyta,RU,67.8006,130.4114,27.1,64,4,2.08,clear sky
429,Kuantan,MY,3.8077,103.326,89.71,70,20,1.14,few clouds
430,Eureka,US,40.8021,-124.1637,61.66,73,20,2.86,few clouds
431,Borogontsy,RU,62.6683,131.1683,36.34,69,83,1.16,broken clouds
432,Alta Floresta,BR,-9.8756,-56.0861,69.53,96,97,3.09,overcast clouds
433,Karabuk,TR,41.2049,32.6277,51.94,87,63,0.56,broken clouds
434,Akdepe,TM,42.0551,59.3788,51.89,37,62,9.91,broken clouds
435,Ayan,RU,56.45,138.1667,45.79,49,100,1.01,overcast clouds
436,Grindavik,IS,63.8424,-22.4338,41.47,81,75,28.77,broken clouds
437,Mocuba,MZ,-16.8392,36.9856,78.4,49,0,5.26,clear sky
438,Anloga,GH,5.7947,0.8973,79.09,84,77,11.01,broken clouds
439,Katsuura,JP,35.1333,140.3,80.19,75,23,11.3,few clouds
440,Chabua,IN,27.4825,95.1736,82.35,89,75,10.36,haze
441,San Patricio,US,28.017,-97.5169,80.89,74,100,5.41,overcast clouds
442,Pangnirtung,CA,66.1451,-65.7125,37.2,83,7,2.86,clear sky
443,Labytnangi,RU,66.6572,66.4183,31.93,74,32,4.38,scattered clouds
444,Ancud,CL,-41.8697,-73.8203,42.33,82,59,5.73,broken clouds
445,Salmas,IR,38.1973,44.7653,49.19,58,0,0.51,clear sky
446,Springdale,US,36.1867,-94.1288,65.3,94,1,3.44,clear sky
447,Vanavara,RU,60.34,102.2797,40.32,62,86,6.96,overcast clouds
448,La Palma,US,33.8464,-118.0467,85.95,40,1,0,clear sky
449,Maceio,BR,-9.6658,-35.7353,76.44,94,20,2.3,few clouds
450,San Jeronimo,PE,-11.9472,-75.2829,54.19,71,74,3.27,broken clouds
451,Cehegin,ES,38.0924,-1.7985,63.28,81,100,0.98,overcast clouds
452,Nouadhibou,MR,20.931,-17.0347,73.38,78,86,12.66,overcast clouds
453,Okhotsk,RU,59.3833,143.3,46.04,57,97,11.72,overcast clouds
454,Connersville,US,39.6412,-85.1411,71.69,85,100,9.57,overcast clouds
455,Namibe,AO,-15.1961,12.1522,57.63,89,19,3.58,few clouds
456,Banda Aceh,ID,5.5577,95.3222,83.95,71,95,3.09,overcast clouds
457,Khani,GE,41.9563,42.9566,53.17,80,95,2.98,light rain
458,Salinas,US,36.6777,-121.6555,74.52,88,1,5.75,clear sky
459,Basoko,CD,1.2391,23.616,68.59,95,99,2.64,overcast clouds
460,Nemuro,JP,43.3236,145.575,68.43,70,19,7.25,few clouds
461,Alekseyevsk,RU,57.8406,108.3492,42.46,66,89,4.92,overcast clouds
462,Lamu,KE,-2.2717,40.902,77.22,80,81,11.01,broken clouds
463,Sawakin,SD,19.1059,37.3321,83.64,53,88,7.96,overcast clouds
464,Oranjestad,AW,12.524,-70.027,84.15,84,40,5.01,scattered clouds
465,Kumluca,TR,36.3703,30.2869,72.88,41,0,6.33,clear sky
466,Malatya,TR,38.5,38,50.05,66,40,2.3,scattered clouds
467,Mana,GF,5.6592,-53.7767,79.18,83,57,8.79,broken clouds
468,Batemans Bay,AU,-35.7167,150.1833,75.2,53,68,7.16,broken clouds
469,Kaminskiy,RU,57.1516,41.4732,43.36,81,100,2.73,light rain
470,Dawlatabad,AF,36.4141,64.9053,57.88,21,0,3.91,clear sky
471,Esna,EG,25.2934,32.554,73,49,0,13.29,clear sky
472,Beyneu,KZ,45.3167,55.2,50.29,29,0,5.7,clear sky
473,Pacific Grove,US,36.6177,-121.9166,72.28,90,1,0,clear sky
474,Belaya Gora,RU,68.5333,146.4167,31.42,76,87,7.43,overcast clouds
475,Pervoye Maya,RU,56.164,44.7196,40.71,75,100,3.24,light rain
476,Rochegda,RU,62.8,43.25,39.87,85,100,3.13,overcast clouds
477,Biryukove,UA,47.9563,39.7384,48.51,55,100,13.65,overcast clouds
478,Codrington,AU,-38.2667,141.9667,56.25,96,100,12.1,overcast clouds
479,Lloydminster,CA,53.2835,-110.0016,51.48,43,90,8.05,overcast clouds
480,Luderitz,NA,-26.6481,15.1594,53.46,73,0,21.94,clear sky
481,Tarnogskiy Gorodok,RU,60.4997,43.5761,42.35,91,100,1.68,overcast clouds
482,Atar,MR,20.5169,-13.0499,86.61,27,64,2.73,broken clouds
483,Umm Kaddadah,SD,13.6017,26.6876,81.45,25,36,8.95,scattered clouds
484,Samur,RU,41.8253,48.486,57.88,74,95,4.65,overcast clouds
485,Gari,RU,59.4307,62.3497,31.68,82,66,7.54,broken clouds
486,Sioux Lookout,CA,50.1001,-91.917,57.58,94,90,3.44,overcast clouds
487,Pemangkat,ID,1.1667,108.9667,83.61,67,28,4.99,scattered clouds
488,Cherskiy,RU,68.75,161.3,26.15,93,100,11.41,overcast clouds
489,Murud,IN,18.3258,72.965,83.62,78,99,2.46,overcast clouds
490,Tucuman,AR,-26.8241,-65.2226,66.2,72,75,13.8,broken clouds
491,Vega De Alatorre,MX,20.0333,-96.6333,77.88,85,90,1.92,overcast clouds
492,Nanakuli,US,21.3906,-158.1547,80.55,69,90,6.91,light intensity drizzle
493,Hambantota,LK,6.1241,81.1185,84.92,68,37,14.14,scattered clouds
494,Aguimes,ES,27.9054,-15.4461,71.65,83,20,23.02,few clouds
495,Otane,NZ,-39.8833,176.6333,59.38,62,100,4.61,overcast clouds
496,Namatanai,PG,-3.6667,152.4333,85.62,63,71,4.12,broken clouds
497,Coihaique,CL,-45.5752,-72.0662,37.35,81,40,3.44,scattered clouds
498,Isangel,VU,-19.55,169.2667,77.11,94,90,10.65,overcast clouds
499,Mareeba,AU,-17,145.4333,80.47,22,8,2.84,clear sky
500,Burgeo,CA,47.6167,-57.6152,52.18,82,55,10.09,broken clouds
501,Zabaykalsk,RU,49.6333,117.3167,46.9,46,100,12.06,overcast clouds
502,Uusikaupunki,FI,60.8004,21.4084,45.12,85,67,19.3,broken clouds
503,Maxixe,MZ,-23.8597,35.3472,73.96,91,80,6.73,broken clouds
504,Shakawe,BW,-18.3667,21.85,61.11,23,8,5.66,clear sky
505,Solnechnyy,RU,50.7214,136.6319,51.15,36,37,5.17,scattered clouds
506,Libenge,CD,3.65,18.6333,70.48,97,100,0.56,light rain
507,Constitucion,CL,-35.3333,-72.4167,48.04,61,0,15.32,clear sky
508,Ruidoso,US,33.3317,-105.673,55.96,73,1,5.75,clear sky
509,San Policarpo,PH,12.1791,125.5072,84.34,72,92,6.2,moderate rain
510,Lokachi,UA,50.737,24.6494,42.75,60,95,10.74,overcast clouds
511,Toamasina,MG,-18.1667,49.3833,68,94,75,4.61,moderate rain
512,Plettenberg Bay,ZA,-34.0527,23.3716,47.39,71,45,8.41,scattered clouds
513,Katangli,RU,51.7102,143.2326,53.01,37,43,14,scattered clouds
514,Ovalle,CL,-30.5983,-71.2003,53.26,69,0,2.04,clear sky
515,Tukrah,LY,32.5341,20.5791,68.29,65,0,9.91,clear sky
516,Sangin,AF,32.0728,64.8359,68.72,28,1,7.14,clear sky
517,Jocon,HN,15.2833,-86.9667,65.1,99,71,1.43,broken clouds
518,Marawi,PH,7.9986,124.2928,73.65,75,74,5.19,broken clouds
519,Kutum,SD,14.2,24.6667,73.45,30,53,6.82,broken clouds
520,Milyutinskaya,RU,48.6279,41.6679,40.32,57,1,8.01,clear sky
521,Saint-Felix-De-Valois,CA,46.1668,-73.4324,53.24,79,95,1.99,overcast clouds
522,Shasta Lake,US,40.6804,-122.3708,73.56,29,82,4.27,broken clouds
523,Aklavik,CA,68.2191,-135.0107,36.32,94,100,16.17,overcast clouds
524,Loma Bonita,PA,8.3833,-80.1667,80.78,85,100,9.31,overcast clouds
525,Saint-Leu,RE,-21.15,55.2833,76.06,69,12,3.06,few clouds
526,Paamiut,GL,61.994,-49.6678,40.15,63,59,7.61,broken clouds
527,Havre-Saint-Pierre,CA,50.2334,-63.5986,46.76,100,90,5.75,overcast clouds
528,Marabba,SD,12.35,32.1833,76.91,76,99,8.72,overcast clouds
529,Raahe,FI,64.6833,24.4833,44.2,88,72,14.05,broken clouds
530,Lukovetskiy,RU,64.2956,41.9211,44.58,98,98,3.33,overcast clouds
531,Tonaya,MX,19.7833,-103.9667,70.95,87,26,1.68,scattered clouds
532,Mapiri,BO,-15.25,-68.1667,69.64,91,99,1.88,overcast clouds
533,Narathiwat,TH,6.3333,101.75,90.97,64,100,3.67,overcast clouds
534,Marinette,US,45.1,-87.6307,64.89,80,1,0,fog
535,Flinders,AU,-34.5833,150.8552,79.05,65,40,5.01,scattered clouds
536,Soyo,AO,-6.1349,12.3689,74.55,83,97,7.63,overcast clouds
537,Lake Cowichan,CA,48.825,-124.0546,55.85,94,100,3.33,overcast clouds
538,Thunder Bay,CA,48.4001,-89.3168,57.56,98,90,0,mist
539,Sur,OM,22.5667,59.5289,83.62,74,100,19.26,overcast clouds
540,Kincardine,GB,56.0667,-3.7167,48.38,97,77,9.22,broken clouds
541,Hualmay,PE,-11.0964,-77.6139,61.32,88,49,5.06,scattered clouds
542,Lalmohan,BD,22.3384,90.7419,86.68,69,14,8.84,few clouds
543,Jutai,BR,-5.1833,-68.9,72.86,95,82,2.24,broken clouds
544,Marathon,US,44.9,-89.7668,63.93,88,1,0,mist
545,Yaan,NG,7.3833,8.5667,72.09,97,66,5.91,broken clouds
546,Key West,US,24.5557,-81.7826,84.2,74,1,9.22,clear sky
547,Aviles,ES,43.5547,-5.9248,56.77,88,75,15.01,broken clouds
548,Tsaratanana,MG,-16.7833,47.65,70.38,62,52,9.42,broken clouds
549,Urumqi,CN,43.801,87.6005,47.35,50,0,2.24,clear sky
550,Xai-Xai,MZ,-25.0519,33.6442,71.76,93,99,5.88,overcast clouds
551,Mitsamiouli,KM,-11.3847,43.2844,76.32,78,45,15.28,scattered clouds
552,Laksham,BD,23.2472,91.1425,86.25,73,97,7.38,overcast clouds
553,Mehamn,NO,71.0357,27.8492,49.53,80,89,19.35,overcast clouds
554,Nefteyugansk,RU,61.0998,72.6035,32.25,87,100,14.41,overcast clouds
555,Marsa Matruh,EG,31.3525,27.2453,72.75,59,100,8.34,overcast clouds
556,Nortelandia,BR,-14.4547,-56.8028,81.05,53,8,6.02,clear sky
557,Kokopo,PG,-4.352,152.2633,84.27,67,100,6.64,overcast clouds
558,Seoul,KR,37.5683,126.9778,85.51,49,0,10.36,clear sky
559,Shilong,CN,23.1123,113.8425,91.36,65,66,7.54,light rain
560,Iquitos,PE,-3.7481,-73.2472,78.84,83,75,8.05,broken clouds
561,Waingapu,ID,-9.6567,120.2641,86.99,58,81,10.67,broken clouds
562,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,88,40,12.66,scattered clouds
563,Touros,BR,-5.1989,-35.4608,74.3,84,9,12.86,clear sky
564,Fort Nelson,CA,58.8053,-122.7002,47.79,31,1,11.5,clear sky
565,Ambon,ID,-3.6954,128.1814,86.14,74,40,9.22,scattered clouds
566,Christchurch,NZ,-43.5333,172.6333,59.2,70,100,5.01,overcast clouds
567,Trincomalee,LK,8.5711,81.2335,83.8,70,15,8.63,few clouds
568,Kathu,TH,7.9178,98.3332,87.62,81,89,5.14,overcast clouds
569,Nome,US,64.5011,-165.4064,33.87,65,1,6.91,clear sky
570,San Pedro,PH,14.35,121.0167,87.03,74,75,6.91,broken clouds
571,Grand Forks,US,47.9417,-97.4337,53.53,78,1,0,clear sky
572,Kiama,AU,-34.6833,150.8667,79.25,57,38,8.99,scattered clouds
573,Pachino,IT,36.7186,15.0907,69.84,70,50,3.67,heavy intensity rain
574,Mbuji-Mayi,CD,-6.15,23.6,70.02,85,100,2.01,overcast clouds
575,Sena Madureira,BR,-9.0656,-68.6569,75.78,84,77,3,broken clouds
576,Zhanakorgan,KZ,43.9098,67.2495,52.7,28,0,10.31,clear sky
577,Tres Arroyos,AR,-38.3739,-60.2798,42.03,78,56,14.12,broken clouds
578,Mecca,SA,21.4267,39.8261,84.13,40,53,4.88,broken clouds
579,Karwar,IN,14.8,74.1333,83.79,73,96,3.51,overcast clouds
580,Russell,US,32.3502,-85.1999,74.43,90,40,0,scattered clouds
581,Tsumeb,NA,-19.2333,17.7167,47.75,8,2,4.74,clear sky
582,Alegrete,BR,-29.7831,-55.7919,63.19,93,81,8.41,moderate rain
583,Gizo,SB,-8.103,156.8419,83.53,73,32,5.86,light rain
584,Jacareacanga,BR,-6.2222,-57.7528,71.98,97,100,1.59,overcast clouds
585,Agirish,RU,61.9247,63.0231,32.09,75,21,7.63,few clouds
586,Kuytun,RU,54.3419,101.5036,41.43,66,100,4.32,overcast clouds
587,Bud,US,39.447,-86.1758,70.12,95,100,11.79,overcast clouds
588,Lumeje,AO,-11.55,20.7833,64.11,85,80,4.72,broken clouds
589,De-Kastri,RU,51.4667,140.7833,52.09,40,8,10.42,clear sky
590,Ulladulla,AU,-35.35,150.4667,78.87,52,35,3.36,scattered clouds
591,Qaqortoq,GL,60.7167,-46.0333,41.5,73,3,4.9,clear sky
592,Homer,US,59.6425,-151.5483,40.8,57,90,0,overcast clouds
593,Meiganga,CM,6.5167,14.3,63.28,95,99,2.53,overcast clouds
594,Harper,LR,4.375,-7.7169,76.46,86,98,3.67,light rain
595,Mwene-Ditu,CD,-7,23.45,66.49,90,100,1.41,overcast clouds
596,Khilok,RU,51.3674,110.4676,40.24,76,100,6.06,overcast clouds
597,Putnam,US,36.1667,-85.65,70.81,94,90,3.44,overcast clouds
598,Langham,CA,52.3668,-106.9679,60.03,32,100,14.14,overcast clouds
599,Kaffrine,SN,14.1059,-15.5508,78.26,84,91,2.77,overcast clouds
600,Mersing,MY,2.4312,103.8405,85.91,74,40,4.61,scattered clouds
601,Margate,GB,51.3813,1.3862,54.03,90,100,1.01,light rain
602,Saint-Hyacinthe,CA,45.6168,-72.9491,54.09,99,96,4.43,overcast clouds
603,Edd,ER,13.9297,41.6925,88.77,65,74,5.88,broken clouds
604,Noumea,NC,-22.2763,166.4572,84.18,78,72,6.51,broken clouds
605,North Myrtle Beach,US,33.816,-78.68,77.05,74,1,1.01,clear sky
606,Phalaborwa,ZA,-23.943,31.1411,67.28,79,62,11.43,broken clouds
607,Lovington,US,32.944,-103.3485,62.04,70,0,1.99,clear sky
608,Lerwick,GB,60.1545,-1.1494,53.6,91,100,46.24,overcast clouds
609,Kresttsy,RU,58.2452,32.5165,41.31,89,84,4.63,light rain
610,Amapa,BR,1,-52,72.03,96,98,2.26,overcast clouds
611,Puerto Leguizamo,CO,-0.1934,-74.7819,75.85,82,93,1.7,overcast clouds
612,Vestmanna,FO,62.1564,-7.1664,49.12,87,90,12.66,light intensity drizzle
613,Cotoca,BO,-17.8167,-63.05,87.78,40,0,14.56,clear sky
614,Bathsheba,BB,13.2167,-59.5167,84.81,70,20,23.02,few clouds
615,Goderich,CA,43.7501,-81.7165,67.91,77,100,9.22,overcast clouds
616,Albania,AL,41,20,49.39,60,22,4.74,few clouds
617,Buchanan,LR,5.8808,-10.0467,75.16,91,98,5.39,overcast clouds
618,Havelock,US,34.8791,-76.9013,73.94,83,1,4.61,clear sky
619,Honiara,SB,-9.4333,159.95,82.89,81,99,2.57,overcast clouds
620,Albion,US,42.2431,-84.753,68.04,96,90,4.61,light rain
621,Jiuquan,CN,39.7432,98.5174,48.33,39,100,6.62,overcast clouds
622,Bunol,ES,39.4167,-0.7833,65.89,67,100,5.68,overcast clouds
623,Rocha,UY,-34.4833,-54.3333,55.06,74,100,8.43,overcast clouds
624,Chokwe,MZ,-24.5333,32.9833,72.16,87,100,10.04,overcast clouds
625,Crawfordsville,US,40.0411,-86.8745,69.94,96,100,14.2,overcast clouds
626,Matongo,TZ,-2.3833,34.0833,70.66,66,100,2.26,overcast clouds
627,Falam,MM,22.9167,93.6833,73.92,69,68,0.69,broken clouds
628,Kisangani,CD,0.5167,25.2,67.68,99,100,1.68,overcast clouds
629,Kedrovyy,RU,56.1667,91.8167,36.01,82,99,8.84,overcast clouds
630,Sitio Novo Do Tocantins,BR,-5.5183,-47.4611,75.13,100,0,0,clear sky
631,Vaasa,FI,63.096,21.6158,43.95,93,0,8.05,clear sky
632,Balaghat,IN,21.8,80.1833,81.01,84,16,4.14,few clouds
633,Kota Kinabalu,MY,5.9749,116.0724,75.18,100,40,11.5,scattered clouds
634,Bosaso,SO,11.2842,49.1816,88.99,53,1,6.04,clear sky
635,Ekhabi,RU,53.5102,142.9671,49.77,56,40,18.61,scattered clouds
636,Graham,US,47.0529,-122.2943,58.77,83,20,0,few clouds
637,Santa Barbara,US,34.7333,-120.0343,74.14,55,1,0,clear sky
638,Kyshtovka,RU,56.555,76.6271,35.08,83,100,6.13,light rain
639,Kashi,CN,39.4547,75.9797,67.21,26,95,15.66,dust
640,Diffa,NE,13.3154,12.6113,82.54,21,50,4.63,scattered clouds
641,Makhinjauri,GE,41.6739,41.694,60.66,94,75,9.22,light intensity shower rain
642,Marolambo,MG,-20.05,48.1167,64.87,72,7,2.3,clear sky
643,Saint-Denis,FR,48.9167,2.3333,63.37,91,90,3,light rain
644,Hamilton,US,39.1834,-84.5333,72.36,90,90,5.75,overcast clouds
645,Arman,RU,59.7,150.1667,45.01,65,89,8.19,overcast clouds
646,West Bay,KY,19.3667,-81.4167,80.01,80,17,3,few clouds
647,Hobyo,SO,5.3505,48.5268,79.38,82,37,16.62,scattered clouds
648,Mackay,AU,-21.15,149.2,91.69,75,4,19.77,clear sky
649,Srednekolymsk,RU,67.45,153.6833,28.63,70,97,13.49,overcast clouds
650,Kastamonu,TR,41.5,33.6667,48.65,73,93,1.07,overcast clouds
651,Yanam,IN,16.7333,82.2167,86.4,61,29,4.12,scattered clouds
652,Tazovskiy,RU,67.4667,78.7,29.01,77,49,13.51,scattered clouds
653,Dingzhou,CN,38.5131,114.9956,68.11,93,100,9.01,moderate rain
654,Beloha,MG,-25.1667,45.05,74.32,52,9,6.38,clear sky
655,Chitipa,MW,-9.7024,33.2697,66.83,59,75,5.41,broken clouds
656,Kununurra,AU,-15.7667,128.7333,103.98,14,76,8.05,broken clouds
657,San Carlos De Bariloche,AR,-41.1456,-71.3082,37.15,75,40,20.71,scattered clouds
658,Kundiawa,PG,-6.0167,144.9667,72.72,86,98,2.48,overcast clouds
659,Solano,US,38.2333,-121.9511,77.2,37,1,9.22,clear sky
660,Wewak,PG,-3.5534,143.6268,85.14,69,90,3.04,overcast clouds
661,Sturgeon Falls,CA,46.3646,-79.9326,62.1,98,100,4.25,overcast clouds
662,Frontera,MX,26.9333,-101.45,73.13,82,90,3.02,overcast clouds
663,Siloam Springs,US,36.1881,-94.5405,65.48,96,1,0,clear sky
664,Zheleznodorozhnyy,RU,55.7503,38.0042,32.52,78,69,3.13,light snow
665,Houma,US,29.5958,-90.7195,75.99,96,100,5.35,overcast clouds
666,Plaster Rock,CA,46.9065,-67.39,45.12,94,100,2.8,overcast clouds
667,Petatlan,MX,17.5167,-101.2667,77.22,85,86,3.4,overcast clouds
668,Mahina,PF,-17.5065,-149.489,80.37,69,40,11.5,scattered clouds
669,Lancaster,US,40.2504,-76.2499,60.66,91,1,0,clear sky
670,Bardiyah,LY,31.7561,25.0865,69.84,62,12,8.41,few clouds
671,Lengshuijiang,CN,27.6881,111.4294,93.18,45,0,8.75,clear sky
