City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Hoopstad,ZA,2021-09-30 21:55:00,-27.8327,25.9083,63.09,74,98,12.91
296,Rumoi,JP,2021-09-30 21:55:00,43.9344,141.6428,62.76,89,56,3.74
297,Rio Gallegos,AR,2021-09-30 21:55:00,-51.6226,-69.2181,48.25,31,40,16.11
298,Quevedo,EC,2021-09-30 21:55:01,-1.0333,-79.45,84.0,58,95,7.58
299,Karratha,AU,2021-09-30 21:55:01,-20.7377,116.8463,71.24,59,12,13.13
300,Clarence Town,AU,2021-09-30 21:55:02,-32.5833,151.7833,67.86,58,100,2.8
301,Ketchikan,US,2021-09-30 21:55:02,55.3422,-131.6461,53.58,95,100,5.14
302,Alexandria,EG,2021-09-30 21:53:05,31.2156,29.9553,75.16,69,40,6.91
303,Dunedin,NZ,2021-09-30 21:55:03,-45.8742,170.5036,53.8,65,24,9.6
304,Gopalpur,IN,2021-09-30 21:55:04,19.2667,84.9167,79.65,86,58,5.23
305,Banon,ES,2021-09-30 21:55:04,40.8382,-1.1909,63.66,88,90,0.0
306,Florianopolis,BR,2021-09-30 21:54:12,-27.6146,-48.5012,65.43,80,90,1.01
307,Deputatskiy,RU,2021-09-30 21:55:05,69.3,139.9,11.25,83,100,3.49
308,Puerto Leguizamo,CO,2021-09-30 21:55:05,-0.1934,-74.7819,81.79,75,81,0.92
309,Bogorodskoye,RU,2021-09-30 21:55:05,56.55,37.8833,37.04,89,9,1.95
310,Namibe,AO,2021-09-30 21:55:05,-15.1961,12.1522,60.73,84,10,6.64
311,Kaeo,NZ,2021-09-30 21:55:06,-35.1,173.7833,60.33,69,32,5.53
312,Cotonou,BJ,2021-09-30 21:55:06,6.3654,2.4183,80.58,89,40,9.22
313,Codrington,AU,2021-09-30 21:55:06,-38.2667,141.9667,56.19,95,100,19.48
314,Nalut,LY,2021-09-30 21:55:07,30.3333,10.85,71.51,55,0,13.49
315,Jiexiu,CN,2021-09-30 21:55:07,37.0244,111.9125,65.32,57,0,4.97
316,Afzalpur,IN,2021-09-30 21:55:07,17.2,76.35,78.01,79,95,7.23
317,Saint-Georges,GD,2021-09-30 21:55:08,12.0564,-61.7485,85.68,74,40,11.5
318,Caala,AO,2021-09-30 21:55:08,-12.8525,15.5606,65.39,52,70,4.36
319,Srinagar,IN,2021-09-30 21:55:08,34.0833,74.8167,62.4,72,8,1.23
320,Joshimath,IN,2021-09-30 21:55:09,30.5667,79.5667,68.07,86,96,0.2
321,Cabedelo,BR,2021-09-30 21:55:09,-6.9811,-34.8339,79.47,83,23,10.94
322,Chilmari,BD,2021-09-30 21:55:09,25.5559,89.6715,79.75,76,100,2.39
323,Kurumkan,RU,2021-09-30 21:55:10,54.3,110.3,30.36,78,61,1.83
324,Omsukchan,RU,2021-09-30 21:55:10,62.5333,155.8,22.73,90,100,6.91
325,Leh,IN,2021-09-30 21:55:10,34.1667,77.5833,55.62,35,0,3.53
326,Kieta,PG,2021-09-30 21:55:10,-6.2167,155.6333,79.43,85,100,3.06
327,North Platte,US,2021-09-30 21:55:11,41.1239,-100.7654,66.99,57,100,7.0
328,Olinda,BR,2021-09-30 21:55:11,-8.0089,-34.8553,78.53,83,75,10.36
329,Pozo Colorado,PY,2021-09-30 21:55:11,-23.4923,-58.7972,97.52,21,6,5.19
330,Lermontovka,RU,2021-09-30 21:55:12,47.1453,134.3383,44.94,85,77,2.13
331,Novoutkinsk,RU,2021-09-30 21:55:12,56.993,59.5571,38.66,97,100,8.3
332,Mahebourg,MU,2021-09-30 21:55:12,-20.4081,57.7,72.25,78,20,13.8
333,La Ronge,CA,2021-09-30 21:55:13,55.1001,-105.2842,70.05,24,75,13.8
334,Jaen,ES,2021-09-30 21:55:13,38.0,-3.5,72.43,37,27,2.68
335,Grand Forks,US,2021-09-30 21:55:13,47.9417,-97.4337,76.59,53,75,5.75
336,Cornwall,CA,2021-09-30 21:54:58,45.0181,-74.7281,61.18,61,99,3.87
337,Le Vauclin,MQ,2021-09-30 21:55:14,14.5452,-60.8388,86.13,89,75,3.44
338,Khani,GE,2021-09-30 21:55:14,41.9563,42.9566,51.37,94,100,4.12
339,Ponta Do Sol,PT,2021-09-30 21:55:14,32.6667,-17.1,72.72,73,11,8.86
340,Sakakah,SA,2021-09-30 21:55:15,29.9697,40.2064,81.97,26,1,8.61
341,Mancora,PE,2021-09-30 21:55:15,-4.1078,-81.0475,72.18,63,62,11.45
342,Les Escoumins,CA,2021-09-30 21:55:15,48.1111,-69.0236,46.96,96,100,5.28
343,Whyalla,AU,2021-09-30 21:55:16,-33.0333,137.5833,55.29,82,90,14.97
344,Kenai,US,2021-09-30 21:55:16,60.5544,-151.2583,45.03,57,1,11.5
345,Maloy,NO,2021-09-30 21:55:16,61.9353,5.1136,57.04,65,79,3.0
346,Naze,JP,2021-09-30 21:55:17,28.3667,129.4833,76.12,80,0,5.32
347,Tiksi,RU,2021-09-30 21:55:17,71.6872,128.8694,28.87,76,79,5.41
348,Comodoro Rivadavia,AR,2021-09-30 21:55:17,-45.8667,-67.5,48.06,71,20,17.27
349,Murray Bridge,AU,2021-09-30 21:55:17,-35.1167,139.2667,56.95,92,100,15.26
350,Areka,ET,2021-09-30 21:55:18,7.0667,37.7,60.66,88,74,3.11
351,Bardiyah,LY,2021-09-30 21:55:18,31.7561,25.0865,74.23,68,0,12.84
352,Sur,OM,2021-09-30 21:55:19,22.5667,59.5289,88.03,59,100,5.21
353,Matamoros,MX,2021-09-30 21:55:19,25.5333,-103.25,91.31,24,14,6.24
354,Tartus,SY,2021-09-30 21:55:19,34.889,35.8866,71.89,75,0,1.79
355,Trinidad,BO,2021-09-30 21:55:20,-14.8333,-64.9,94.98,49,40,6.91
356,Davlekanovo,RU,2021-09-30 21:55:20,54.2215,55.0343,39.22,72,100,5.99
357,Santa Marta,CO,2021-09-30 21:53:12,11.2408,-74.199,81.63,80,51,7.99
358,Depok,ID,2021-09-30 21:55:20,-6.4,106.8186,80.62,86,20,3.44
359,Yacuiba,BO,2021-09-30 21:55:21,-22.038,-63.6797,88.99,30,26,2.62
360,Zitlala,MX,2021-09-30 21:55:21,17.6333,-99.0833,67.53,78,87,5.12
361,Kollam,IN,2021-09-30 21:55:21,8.8833,76.6,78.67,87,100,8.81
362,Praia,CV,2021-09-30 21:53:29,14.9215,-23.5087,81.14,78,75,11.5
363,College,US,2021-09-30 21:55:22,64.8569,-147.8028,34.29,68,90,0.0
364,Santa Isabel,BR,2021-09-30 21:55:22,-23.3156,-46.2214,66.36,93,12,5.35
365,Kaitangata,NZ,2021-09-30 21:55:22,-46.2817,169.8464,53.92,59,89,11.79
366,Bukama,CD,2021-09-30 21:55:23,-9.2,25.85,74.46,73,91,4.21
367,Dourbali,TD,2021-09-30 21:55:23,11.8091,15.8632,83.77,49,19,6.67
368,Ndele,CF,2021-09-30 21:55:23,8.4109,20.6473,73.42,88,48,2.13
369,Clyde River,CA,2021-09-30 21:55:24,70.4692,-68.5914,34.48,72,100,5.08
370,Lavrentiya,RU,2021-09-30 21:55:24,65.5833,-171.0,33.49,77,41,18.1
371,Yabucoa,PR,2021-09-30 21:55:24,18.0505,-65.8793,84.06,83,24,5.79
372,Litovko,RU,2021-09-30 21:55:25,49.2361,135.1742,43.12,80,33,7.36
373,Brookhaven,US,2021-09-30 21:55:25,31.5791,-90.4407,80.24,87,63,4.14
374,Byron Bay,AU,2021-09-30 21:53:30,-28.65,153.6167,69.06,75,100,12.77
375,Inirida,CO,2021-09-30 21:55:25,3.8653,-67.9239,77.36,91,42,3.65
376,Necochea,AR,2021-09-30 21:55:26,-38.5473,-58.7368,60.04,87,54,8.46
377,Havre-Saint-Pierre,CA,2021-09-30 21:55:26,50.2334,-63.5986,44.6,93,90,17.27
378,Domoni,KM,2021-09-30 21:55:26,-12.2569,44.5319,75.2,85,8,4.9
379,Saint-Pierre,RE,2021-09-30 21:55:27,-21.3393,55.4781,69.48,73,20,3.44
380,Emba,KZ,2021-09-30 21:55:27,48.8264,58.1442,40.24,58,11,5.84
381,Santa Ana,US,2021-09-30 21:55:27,33.7456,-117.8678,97.65,29,20,3.0
382,Beira,MZ,2021-09-30 21:55:28,-19.8436,34.8389,75.29,78,20,8.01
383,Itamaraca,BR,2021-09-30 21:55:28,-7.7478,-34.8256,79.48,86,18,8.48
384,Kazanskoye,RU,2021-09-30 21:55:29,55.6448,69.235,33.1,73,51,8.21
385,Okato,NZ,2021-09-30 21:55:29,-39.2,173.8833,54.43,79,100,11.81
386,Belyy Yar,RU,2021-09-30 21:55:29,53.6039,91.3903,44.49,93,40,6.71
387,Crewe,GB,2021-09-30 21:55:30,53.0979,-2.4416,58.82,87,100,8.99
388,Datong,CN,2021-09-30 21:55:30,40.0936,113.2914,50.54,38,14,3.51
389,Moerai,PF,2021-09-30 21:55:30,-22.4333,-151.3333,75.54,77,5,11.74
390,Zaysan,KZ,2021-09-30 21:55:31,47.4667,84.8667,52.97,86,100,8.68
391,Aviles,ES,2021-09-30 21:55:31,43.5547,-5.9248,61.74,87,0,1.01
392,Nelson Bay,AU,2021-09-30 21:55:31,-32.7167,152.15,68.0,86,99,4.23
393,Nome,US,2021-09-30 21:55:31,64.5011,-165.4064,35.17,69,31,12.17
394,Ulkan,RU,2021-09-30 21:55:32,57.243,107.3223,32.36,95,100,2.19
395,Khandbari,NP,2021-09-30 21:55:32,27.3747,87.2039,69.24,89,100,2.08
396,Aranos,NA,2021-09-30 21:55:32,-24.1333,19.1167,66.13,12,34,10.85
397,Pilar,BR,2021-09-30 21:55:33,-9.5972,-35.9567,75.13,93,34,5.86
398,Mitchell,US,2021-09-30 21:55:33,43.7094,-98.0298,72.73,82,100,4.0
399,Buchanan,LR,2021-09-30 21:55:33,5.8808,-10.0467,76.96,86,98,6.85
400,Xinyu,CN,2021-09-30 21:55:34,27.8043,114.9334,69.71,89,0,1.57
401,Lata,PT,2021-09-30 21:55:34,40.1629,-8.3327,60.82,80,74,1.5
402,Saint Anthony,US,2021-09-30 21:55:34,45.0205,-93.218,83.25,65,98,7.72
403,Belaya Gora,RU,2021-09-30 21:55:35,68.5333,146.4167,21.83,68,16,10.16
404,Bethanien,NA,2021-09-30 21:55:35,-26.502,17.1583,57.51,54,64,7.7
405,Bereznik,RU,2021-09-30 21:55:35,62.8551,42.7072,41.4,96,75,4.38
406,Warrington,GB,2021-09-30 21:54:22,53.3925,-2.5802,59.23,92,75,1.01
407,Tura,IN,2021-09-30 21:55:36,25.5198,90.2201,73.8,85,100,1.66
408,Beloha,MG,2021-09-30 21:55:36,-25.1667,45.05,67.57,96,10,4.05
409,Port-Gentil,GA,2021-09-30 21:55:36,-0.7193,8.7815,76.96,94,75,14.97
410,Pacific Grove,US,2021-09-30 21:51:41,36.6177,-121.9166,94.57,47,1,1.99
411,Airai,TL,2021-09-30 21:55:37,-8.9266,125.4092,61.57,52,69,2.39
412,Puerto Del Rosario,ES,2021-09-30 21:55:37,28.5004,-13.8627,74.95,78,0,13.8
413,Auki,SB,2021-09-30 21:55:37,-8.7676,160.7034,81.45,75,100,3.31
414,Ibra,OM,2021-09-30 21:55:38,22.6906,58.5334,84.33,56,100,4.43
415,Kuragino,RU,2021-09-30 21:55:38,53.8975,92.6725,40.23,94,100,5.1
416,Biak,ID,2021-09-30 21:55:38,-0.9131,122.8766,75.85,86,73,4.97
417,Ouahigouya,BF,2021-09-30 21:55:38,13.5828,-2.4216,84.83,55,90,8.46
418,Celestun,MX,2021-09-30 21:55:39,20.8667,-90.4,85.55,69,93,15.52
419,Muros,ES,2021-09-30 21:55:39,42.7762,-9.0603,61.23,81,99,6.08
420,Maceio,BR,2021-09-30 21:54:08,-9.6658,-35.7353,76.44,100,75,10.36
421,Lipari,IT,2021-09-30 21:55:39,38.4674,14.954,75.78,71,41,1.95
422,Merauke,ID,2021-09-30 21:55:40,-8.4667,140.3333,79.36,84,100,9.89
423,Waipawa,NZ,2021-09-30 21:55:40,-41.4122,175.5153,54.3,59,6,0.58
424,Strezhevoy,RU,2021-09-30 21:55:40,60.7333,77.5889,33.78,98,100,7.96
425,Yarada,IN,2021-09-30 21:55:41,17.65,83.2667,80.92,94,20,2.3
426,Olafsvik,IS,2021-09-30 21:55:41,64.8945,-23.7142,44.51,75,100,28.72
427,Takapau,NZ,2021-09-30 21:55:41,-40.0333,176.35,57.72,55,1,1.52
428,Ungaran,ID,2021-09-30 21:55:42,-7.1397,110.405,76.66,75,40,2.3
429,Waingapu,ID,2021-09-30 21:55:42,-9.6567,120.2641,76.87,80,28,6.53
430,Putina,PE,2021-09-30 21:55:42,-15.4667,-69.4333,48.67,64,94,13.89
431,Broome,US,2021-09-30 21:55:43,42.2506,-75.833,58.01,72,92,3.0
432,Commerce,US,2021-09-30 21:55:43,34.0006,-118.1598,97.54,22,1,1.01
433,Yarim,YE,2021-09-30 21:55:43,14.298,44.3779,60.28,60,100,3.29
434,Meulaboh,ID,2021-09-30 21:55:44,4.1363,96.1285,76.14,91,100,9.01
435,Ribeira Grande,PT,2021-09-30 21:55:44,38.5167,-28.7,72.05,84,14,2.19
436,Davila,PH,2021-09-30 21:55:44,18.4726,120.5763,75.18,81,96,3.09
437,Zamora,EC,2021-09-30 21:55:45,-4.0692,-78.9567,74.14,79,73,2.35
438,Verkhoyansk,RU,2021-09-30 21:55:45,67.5447,133.385,22.98,58,46,0.36
439,Rudnya,RU,2021-09-30 21:55:45,54.947,31.0934,38.68,90,73,6.35
440,Lasa,IT,2021-09-30 21:55:46,46.6166,10.7002,57.02,93,56,1.95
441,Niltepec,MX,2021-09-30 21:55:46,16.5667,-94.6167,85.5,70,88,6.69
442,Dunn,US,2021-09-30 21:55:46,44.95,-91.8835,84.74,57,35,6.91
443,Miandrivazo,MG,2021-09-30 21:55:47,-19.5167,45.4667,80.89,58,88,3.36
444,Benguela,AO,2021-09-30 21:55:47,-12.5763,13.4055,71.15,80,91,3.74
445,Puro,PH,2021-09-30 21:55:47,12.4841,123.3827,80.64,84,100,6.51
446,Isiro,CD,2021-09-30 21:55:48,2.7739,27.616,64.63,99,100,1.72
447,Verkhnetulomskiy,RU,2021-09-30 21:55:48,68.6073,31.7962,42.93,80,99,4.36
448,Peoria,US,2021-09-30 21:55:48,40.7667,-89.7668,89.47,50,74,7.25
449,Kuloy,RU,2021-09-30 21:55:49,61.0305,42.4925,46.81,93,94,3.89
450,Davidson,US,2021-09-30 21:55:49,36.1501,-86.7833,84.36,60,100,5.01
451,Zhangye,CN,2021-09-30 21:55:49,38.9342,100.4517,59.38,23,1,5.06
452,Guymon,US,2021-09-30 21:55:50,36.6828,-101.4816,67.95,34,9,10.2
453,Tiarei,PF,2021-09-30 21:55:50,-17.5333,-149.3333,80.62,76,10,17.67
454,Nishihara,JP,2021-09-30 21:55:51,26.1842,127.7558,81.68,76,40,13.8
455,Businga,CD,2021-09-30 21:55:51,3.3333,20.8833,70.38,99,100,2.35
456,Belmonte,BR,2021-09-30 21:55:51,-15.8631,-38.8828,77.5,84,2,9.15
457,Pitimbu,BR,2021-09-30 21:55:51,-7.4706,-34.8086,79.39,83,17,9.53
458,Isla Mujeres,MX,2021-09-30 21:55:13,21.2311,-86.731,87.17,72,41,9.26
459,Novovasylivka,UA,2021-09-30 21:55:52,46.8315,35.7536,49.39,48,0,12.93
460,Puerto Escondido,MX,2021-09-30 21:55:52,15.85,-97.0667,84.36,73,51,5.12
461,Luangwa,ZM,2021-09-30 21:55:53,-15.6167,30.4167,81.97,43,0,12.44
462,Goderich,CA,2021-09-30 21:55:53,43.7501,-81.7165,61.21,72,6,10.36
463,Kruisfontein,ZA,2021-09-30 21:55:53,-34.0033,24.7314,58.89,98,100,2.21
464,Utete,TZ,2021-09-30 21:55:54,-7.986,38.758,72.28,88,12,1.88
465,Ola,RU,2021-09-30 21:55:54,59.5833,151.2833,34.48,91,100,29.62
466,Matadi,CD,2021-09-30 21:55:54,-5.8167,13.45,77.92,75,100,8.99
467,Zonguldak,TR,2021-09-30 21:55:55,41.25,31.8333,45.9,93,36,2.17
468,Rabo De Peixe,PT,2021-09-30 21:55:55,37.8,-25.5833,71.28,90,20,2.3
469,Tual,ID,2021-09-30 21:55:55,-5.6667,132.75,81.3,82,87,16.8
470,Manokwari,ID,2021-09-30 21:55:55,-0.8667,134.0833,80.06,69,46,2.66
471,Andenes,NO,2021-09-30 21:55:56,69.3143,16.1194,44.47,87,93,9.22
472,Cacule,BR,2021-09-30 21:55:56,-14.5033,-42.2222,82.4,32,97,1.43
473,Sorland,NO,2021-09-30 21:55:56,67.667,12.6934,51.91,70,88,7.43
474,Honiara,SB,2021-09-30 21:51:58,-9.4333,159.95,84.27,70,92,5.79
475,Miguel Hidalgo,MX,2021-09-30 21:55:57,19.4225,-99.2028,70.59,62,71,1.99
476,Yeppoon,AU,2021-09-30 21:55:57,-23.1333,150.7333,67.78,75,97,9.37
477,Banjar,ID,2021-09-30 21:55:58,-8.19,114.9675,76.91,90,25,6.38
478,Hervey Bay,AU,2021-09-30 21:55:58,-25.2986,152.8535,66.04,84,100,11.86
479,Termiz,UZ,2021-09-30 21:55:58,37.2242,67.2783,69.89,32,61,13.8
480,Camacha,PT,2021-09-30 21:55:59,33.0833,-16.3333,69.22,73,40,13.8
481,Mersing,MY,2021-09-30 21:55:59,2.4312,103.8405,75.11,94,100,4.61
482,Mbandaka,CD,2021-09-30 21:55:59,0.0487,18.2603,69.87,98,90,2.98
483,Embonas,GR,2021-09-30 21:56:00,36.2269,27.8564,69.84,59,0,3.58
484,Port Hardy,CA,2021-09-30 21:56:00,50.6996,-127.4199,55.58,88,75,5.75
485,Itoman,JP,2021-09-30 21:56:00,26.1247,127.6694,82.42,73,20,17.27
486,Demyansk,RU,2021-09-30 21:56:00,57.643,32.466,39.43,93,89,4.92
487,Turukhansk,RU,2021-09-30 21:56:01,65.8167,87.9833,34.59,89,100,8.97
488,Bauchi,NG,2021-09-30 21:56:01,10.5,10.0,74.66,78,41,4.52
489,Urubicha,BO,2021-09-30 21:56:01,-15.3833,-62.95,93.22,33,53,5.14
490,Rolla,US,2021-09-30 21:51:57,37.9514,-91.7713,75.88,78,75,11.5
491,Asfi,MA,2021-09-30 21:56:02,32.2994,-9.2372,72.95,71,14,8.9
492,Przhevalskoye,RU,2021-09-30 21:56:02,55.5093,31.8482,38.1,95,91,4.54
493,Sola,VU,2021-09-30 21:56:03,-13.8833,167.55,81.27,78,90,0.0
494,Shizunai,JP,2021-09-30 21:56:03,42.3339,142.3669,62.44,83,82,5.75
495,Monastyrshchina,RU,2021-09-30 21:56:03,54.3496,31.838,39.06,90,85,5.17
496,Rundu,NA,2021-09-30 21:56:04,-17.9333,19.7667,76.48,25,18,5.61
497,Punta Alta,AR,2021-09-30 21:56:04,-38.8759,-62.0736,63.07,33,2,14.25
498,Rockport,US,2021-09-30 21:56:04,28.0206,-97.0544,80.85,83,1,16.11
499,Narsaq,GL,2021-09-30 21:56:05,60.9167,-46.05,34.3,48,0,2.91
500,Yerbogachen,RU,2021-09-30 21:56:05,61.2767,108.0108,27.77,91,21,3.62
501,Buraydah,SA,2021-09-30 21:56:05,26.326,43.975,79.25,19,0,6.49
502,Margate,GB,2021-09-30 21:56:06,51.3813,1.3862,62.31,75,100,4.0
503,Gazimurskiy Zavod,RU,2021-09-30 21:56:06,51.5461,118.3266,26.06,88,13,2.71
504,Tabou,CI,2021-09-30 21:56:06,4.423,-7.3528,77.22,88,46,5.95
505,Roebourne,AU,2021-09-30 21:56:07,-20.7833,117.1333,71.42,56,10,11.68
506,Omboue,GA,2021-09-30 21:56:07,-1.5746,9.2618,76.77,86,100,8.48
507,Bermeo,ES,2021-09-30 21:56:07,43.4209,-2.7215,58.82,78,13,4.0
508,Nguru,NG,2021-09-30 21:56:08,12.8791,10.4526,87.13,28,26,6.64
509,Satao,PT,2021-09-30 21:56:08,40.7418,-7.7329,55.08,58,74,0.47
510,Micheweni,TZ,2021-09-30 21:56:08,-4.9667,39.8333,76.51,83,55,12.17
511,Vicuna,CL,2021-09-30 21:56:09,-30.0319,-70.7081,70.77,27,0,6.29
512,La Cruz,MX,2021-09-30 21:56:09,23.9167,-106.9,86.22,64,0,8.39
513,Xichang,CN,2021-09-30 21:56:09,27.8964,102.2634,60.42,91,0,1.21
514,Lompoc,US,2021-09-30 21:56:10,34.6391,-120.4579,93.22,24,1,7.0
515,Fairbanks,US,2021-09-30 21:51:31,64.8378,-147.7164,34.3,67,90,0.0
516,Hambantota,LK,2021-09-30 21:56:10,6.1241,81.1185,79.14,94,0,6.91
517,Torre-Pacheco,ES,2021-09-30 21:56:10,37.7429,-0.954,74.98,73,99,3.44
518,Itaituba,BR,2021-09-30 21:56:11,-4.2761,-55.9836,91.56,58,20,1.5
519,Sivas,TR,2021-09-30 21:56:11,39.7916,37.0019,49.03,68,93,4.41
520,Selenginsk,RU,2021-09-30 21:56:11,52.0064,106.8647,25.21,84,8,4.07
521,Namatanai,PG,2021-09-30 21:56:12,-3.6667,152.4333,81.01,79,98,7.07
522,Riyadh,SA,2021-09-30 21:54:56,24.6877,46.7219,78.94,12,65,2.42
523,Hazorasp,UZ,2021-09-30 21:56:12,41.3194,61.0742,46.24,48,73,15.01
524,Weatherford,US,2021-09-30 21:54:02,32.7593,-97.7972,92.8,54,80,11.92
525,Marzuq,YE,2021-09-30 21:56:12,14.4,46.4667,76.84,47,100,5.21
526,Coahuayana,MX,2021-09-30 21:56:13,18.7333,-103.6833,85.89,74,97,5.61
527,Bestobe,KZ,2021-09-30 21:56:13,52.4994,73.0975,35.4,83,49,10.54
528,Clearwater,US,2021-09-30 21:56:13,27.9659,-82.8001,90.95,56,1,5.99
529,Kavieng,PG,2021-09-30 21:55:55,-2.5744,150.7967,82.11,79,90,10.94
530,Contepec,MX,2021-09-30 21:56:14,20.0167,-100.1167,61.74,67,90,2.91
531,Bejar,ES,2021-09-30 21:56:14,40.3864,-5.7634,60.58,51,24,3.87
532,Dauphin,CA,2021-09-30 21:56:14,51.1494,-100.0502,71.74,35,1,5.75
533,Venice,US,2021-09-30 21:56:15,27.0998,-82.4543,89.62,54,1,1.99
534,Mogadishu,SO,2021-09-30 21:55:11,2.0371,45.3438,78.1,88,91,15.95
535,Tabas,IR,2021-09-30 21:56:15,33.5959,56.9244,80.76,14,0,3.69
536,Khorramabad,IR,2021-09-30 21:56:15,33.4878,48.3558,68.97,27,2,2.06
537,Arica,CL,2021-09-30 21:56:16,-18.475,-70.3042,71.15,68,0,10.36
538,Hope,US,2021-09-30 21:56:16,33.6671,-93.5916,84.24,59,58,4.74
539,Tshikapa,CD,2021-09-30 21:56:16,-6.4167,20.8,72.39,94,100,0.47
540,Yellandu,IN,2021-09-30 21:56:17,17.6,80.3333,74.35,94,89,1.23
541,Baruun-Urt,MN,2021-09-30 21:56:17,46.6806,113.2792,30.74,58,4,6.22
542,Haines Junction,CA,2021-09-30 21:56:17,60.7522,-137.5108,40.95,65,98,2.3
543,Innisfail,AU,2021-09-30 21:56:18,-17.5333,146.0333,74.28,75,64,2.21
544,Sikasso,ML,2021-09-30 21:56:18,10.9167,-7.0,75.97,84,100,3.62
545,Bagan,RU,2021-09-30 21:56:18,54.1001,77.6646,37.87,86,87,8.41
546,Dalbandin,PK,2021-09-30 21:56:19,28.8947,64.4101,81.79,31,16,3.51
547,Balkanabat,TM,2021-09-30 21:56:19,39.5108,54.3671,63.16,41,19,8.28
548,Zelenoborsk,RU,2021-09-30 21:56:19,61.4669,64.0333,32.4,90,68,8.79
549,Mulchen,CL,2021-09-30 21:56:20,-37.7167,-72.2333,57.06,48,97,4.61
550,Bongaigaon,IN,2021-09-30 21:56:20,26.4782,90.5568,75.83,94,100,1.1
551,Bangsund,NO,2021-09-30 21:56:20,64.3968,11.3949,53.91,74,75,18.68
552,Portland,US,2021-09-30 21:56:13,45.5234,-122.6762,63.9,90,90,1.01
553,Zhuanghe,CN,2021-09-30 21:56:21,39.7008,122.9911,60.01,91,76,6.38
554,Altea,ES,2021-09-30 21:56:21,38.5989,-0.0514,73.78,91,95,3.22
555,Virginia Beach,US,2021-09-30 21:51:46,36.8529,-75.978,78.04,53,20,6.91
556,Carballo,ES,2021-09-30 21:56:22,43.213,-8.691,59.07,89,100,1.05
557,Ipora,BR,2021-09-30 21:56:22,-16.4419,-51.1178,85.41,38,63,2.66
558,Marakkanam,IN,2021-09-30 21:56:22,12.2,79.95,80.64,78,31,2.84
559,Nizhniy Odes,RU,2021-09-30 21:56:22,63.6445,54.856,34.03,81,100,4.72
